3118	9427
9984	24843
23621	8178
9275	21281
5598	5837
24390	4644
22487	6963
7725	9904
4487	5893
6167	24613
9430	22056
10042	22843
8460	25024
21721	26832
3645	8117
9100	25887
5165	21430
22936	24768
7157	24903
3213	3609
6868	449
8726	5314
6541	21806
7974	23866
23739	7619
6098	5225
23356	2631
21337	5542
4886	23832
9590	3990
5155	10406
23880	22055
5782	21992
2844	24932
2485	8332
9657	25214
1582	7702
8045	6678
5137	5893
25073	23378
5782	6375
9495	5367
904	27892
22823	626
3041	26124
25101	7694
3824	4518
7077	22640
1835	24467
2530	23037
3091	22819
5797	23316
23714	24884
2178	23953
8675	4998
2628	23459
7205	22658
25394	26843
24782	5804
6009	29507
2635	8995
6145	7412
23656	9837
21748	2218
8544	7155
1913	5630
6934	21483
24813	22863
8593	9977
3052	6558
3277	8905
9425	9602
8020	8078
21350	7918
2141	3252
1493	8891
1104	6843
4084	26086
22424	23315
25112	600
6556	24917
2677	25442
23690	21822
855	21234
23263	667
1024	25211
6117	22849
2944	640
21024	24408
6847	3390
6111	23316
1567	5371
5435	1478
4884	21070
24471	9964
1375	9809
22126	21011
7924	24613
4627	3826
8483	22263
3076	21695
24654	21846
25369	2251
7723	23344
6282	9930
6644	1541
23511	8151
5226	10068
4760	6016
23527	2280
9761	1463
1058	2321
10051	26221
4154	22914
4643	8061
24920	6460
3634	23236
5465	2140
4950	3808
6691	2219
5636	665
6768	25008
10334	21119
8844	21719
24737	22217
9645	2758
22394	1706
22704	25345
10473	5371
21089	9749
1082	21127
525	6842
9848	8012
7997	22951
7122	5095
4572	26537
3662	23731
1919	167
6351	8869
21201	7470
23988	2141
22667	25090
24656	9201
5047	3765
1068	4950
3574	185
5994	22055
980	22331
22458	24797
331	29631
4402	9635
8673	9214
4593	25008
7322	23066
7526	3871
5511	9065
6057	23748
5702	25786
25034	28876
1478	21515
21251	9427
23234	29169
4982	9053
24332	5477
931	4716
2210	5578
21897	2686
7284	4919
24944	5268
10398	5742
5496	3407
22715	8905
8633	8462
607	23928
23308	26318
24375	2265
6543	1866
3695	22747
22352	27267
2508	5460
7703	26998
10313	25787
1838	4007
9718	7759
9976	23731
7974	21362
5654	21011
9359	29105
23412	7574
5443	6164
7103	4335
24612	7044
4118	21154
21046	23320
6034	3039
6862	7750
7464	2583
4567	21318
2740	6321
21078	4471
6666	6569
8480	6164
25041	21028
21096	4529
21204	24201
21438	5386
2811	1796
9357	22868
670	21061
23144	21099
362	22390
23487	3999
24787	5784
22641	28726
21860	28559
10182	23700
7098	5784
10133	3790
9396	28124
1688	4692
22284	22570
954	7348
7356	8585
23177	2505
5206	7970
10061	9443
2733	2859
905	9559
5078	22347
21744	8996
10081	794
5909	3211
6061	21754
3617	6672
3997	21108
3096	7907
2603	5758
9969	6172
3418	22055
24965	3636
9769	5430
2550	8301
1797	8462
9657	25024
9387	6105
9942	29052
24482	9583
46	25024
7003	28742
4676	2389
6176	4861
2011	23731
23974	7481
8623	8984
4518	9621
25054	6043
1113	8462
5530	498
9325	23933
24539	9684
6234	4175
9936	21064
21902	3409
3548	4265
3210	25420
24821	2869
1510	9793
6531	4991
4770	26523
3599	9184
25169	7102
6284	28794
7013	4189
23816	24230
2794	26684
9675	22818
24048	6467
8602	8669
7113	7045
6643	22399
22124	660
7904	8656
3095	9286
2251	23461
25021	7858
23430	2147
25396	4457
9903	7039
800	2268
1098	665
10184	3874
6357	9519
24149	3808
7453	10462
779	25876
7673	21525
24412	10258
5310	8727
2410	6446
4818	23551
21846	24356
6799	21011
6326	25343
8160	2975
10390	28505
24919	3162
5507	5784
1703	23351
6726	4821
4135	77
6745	7392
5329	25490
23650	25827
6233	5371
2250	8496
3814	21747
23522	22583
22258	3855
24258	23730
8691	4672
21736	1550
7456	23930
7597	9519
41	22399
5241	8149
8012	7288
22631	21424
3140	4660
21518	3816
2871	3401
9203	3010
6007	1935
21092	21011
7861	2403
9354	5286
6477	21281
4111	25008
21172	24646
4402	10407
7823	23414
1556	23228
4405	26932
3945	28012
24333	1012
9545	4240
4127	22443
6882	22670
2238	26494
9878	28705
5746	5526
22601	6901
24666	26934
5829	29086
22992	24954
5112	8839
24466	3737
10185	9837
21878	2008
8587	23414
21009	5461
250	3554
3634	24196
898	7682
2247	25915
10263	24223
4536	280
7574	5780
24717	22913
23446	22538
23512	8105
6274	29112
7257	5831
24184	26238
23614	27377
7912	4566
1483	23872
23125	24153
540	7167
924	8938
8869	5778
6235	3401
294	7316
4606	2191
8358	5630
21268	28501
3208	3765
6341	2041
5275	4781
22478	24182
5017	28520
1408	7219
23508	5286
4083	24777
4348	8926
10414	2086
7766	21373
10150	24469
7165	7109
9407	139
2038	3485
7041	27161
22228	6173
7310	7637
4662	22813
23792	3999
6718	4444
581	4439
4873	4886
7676	25003
7855	24989
8557	23602
4545	1172
4582	5529
10469	4450
5744	9837
4408	26261
21341	24272
5470	4965
8617	10189
10027	23714
22063	7383
5358	6512
22944	21035
6322	3201
3812	22645
7822	28283
23850	23026
181	4378
5034	933
2974	3458
24661	23839
7165	9589
9727	2523
188	4261
22858	1062
24631	3401
9189	6172
22296	4818
3356	28713
9649	4770
4776	29811
22356	28765
9689	8462
7545	10493
10434	7687
25155	23731
23736	27121
7085	4536
6599	7304
9689	3401
5439	5412
3032	2556
1026	23236
8939	1031
22999	8140
7149	2677
24331	6661
1101	7336
80	6407
2496	4412
23984	133
8697	6019
2998	24613
24683	29266
25391	8490
9548	24198
24773	4406
1180	21895
25443	24040
739	23252
628	3201
5122	2299
6825	3966
3259	28159
22558	4895
292	3297
4817	23086
5165	8999
21456	24178
416	21742
6600	23281
21302	7898
7507	22267
2340	23731
23979	2308
6556	9378
5443	6678
8798	5983
6759	23335
5007	23533
2035	27880
219	4974
10279	22713
21845	7918
7894	2556
21983	28797
5182	94
7391	7750
5392	22716
3645	290
626	22823
4791	3066
8594	1600
21728	22851
21972	22051
23349	26582
21154	10425
22512	29447
730	5081
23250	23598
22981	21064
22645	1935
24514	9808
7156	26081
9921	7665
25224	2945
23030	3652
25092	29513
2538	2788
6952	1455
23356	1570
3902	22
7172	22262
7244	2949
8318	1866
8268	25258
22670	8462
7113	400
22599	7127
21102	23873
21790	6929
6688	1037
2141	7383
2046	23445
5897	22412
24708	6172
9410	6164
4117	8749
5370	4950
5276	2265
3554	3297
1510	9271
23135	8459
6736	6594
8101	1825
2602	25397
277	29689
21818	26537
1334	6937
1903	3501
22685	21466
7591	7618
22638	24177
9736	22746
4052	22570
24693	5804
7622	24126
24650	24039
1156	484
8590	6624
22495	8398
6280	9867
21546	23731
4308	3737
9957	29298
9133	4654
5180	5465
22966	28856
446	8462
5059	23026
5889	23722
23043	24099
24969	29846
7075	27415
1348	3326
21839	7529
7008	23697
7164	1734
7810	6323
10288	26301
7206	1179
22650	1361
7912	23927
4384	794
25183	3324
475	3401
22999	4701
5804	2976
23730	24897
22627	25274
9193	2758
1504	524
10196	8500
3607	28647
5476	7107
22585	23875
21211	27419
10245	5314
23541	796
21260	2992
1093	23449
1738	25008
145	8462
8303	23953
23889	4481
6911	4310
5219	23056
835	26769
6999	25584
6836	2186
7578	25441
10429	26082
8806	1640
6820	23812
8604	21877
5539	22265
10095	27299
8175	10163
7745	1131
22930	5983
10254	22770
3660	3698
7935	2390
1739	6173
970	2301
8728	5787
10170	25929
23879	10159
6773	2458
936	5314
10147	1400
7696	25865
22131	10385
1892	7822
2769	9904
25162	28986
24647	23731
5012	948
1430	3331
22586	7383
7673	27578
9414	6473
2995	2758
24432	27204
72	7118
1795	28629
24768	4752
2508	25102
23454	6855
2001	9221
24258	23730
4988	9097
7192	3373
23876	6335
24146	6601
4061	22154
22342	324
8992	10148
820	26672
664	29111
5443	6173
179	4716
25206	6748
555	21209
2820	2556
21600	670
23207	22443
5572	2344
4266	4188
6349	7436
10390	1580
22967	9378
8123	4901
22454	6379
5780	26452
4541	2163
21342	26084
3056	25262
8781	21943
7798	6426
9464	2880
1355	422
24406	3643
119	28821
2950	23234
7065	3200
4646	25003
39	7406
100	1977
9853	6713
6703	6499
2013	9121
21280	1932
5435	7754
22281	5443
5466	23254
23073	5407
2819	8462
9420	21989
7557	8839
3636	5251
379	3564
21051	24613
22574	24949
23518	1056
7935	5305
4233	6172
9717	24777
22358	1726
5180	8185
856	10439
1639	6700
9012	29406
760	4678
24617	23758
25098	22160
2246	21583
22076	4506
4091	6907
23391	2966
7990	5460
22256	5535
2251	4126
7698	21381
22064	22843
2905	1062
9399	5822
4996	22160
23295	523
25140	414
551	23731
9252	24902
5008	25102
4671	923
5780	28868
7144	4188
4946	21086
9210	26443
4521	2218
2209	1846
6637	1026
355	890
4265	24915
9740	8947
10328	4103
21319	8462
24469	21818
1736	7702
7069	28672
25288	6172
5565	21697
10251	23953
8407	2236
8247	5391
6302	7679
23088	9867
24896	21147
9357	24062
5316	5092
7362	5191
8397	3808
2128	26056
8778	4855
3074	21416
3072	9738
8271	297
2093	21333
21505	22635
23308	23731
7824	4859
703	28426
21404	7637
8121	5804
25	23415
24409	22443
8143	22184
1913	24153
23536	10417
2548	1012
10070	350
23552	26125
4725	7368
1027	21768
6468	24311
9151	5983
23952	23892
7912	5412
21939	2302
9217	4618
4862	2222
301	984
6846	7970
4695	4188
4501	23664
6971	342
1228	27451
5970	22443
4986	10068
22116	7014
8321	645
9930	21081
511	7383
6635	7913
3540	4636
3158	1697
4855	1062
23952	8286
21358	23002
4372	21441
25295	10202
524	21974
9298	8391
6848	9664
21119	26537
25408	4679
6902	23953
1643	6111
2139	7013
7119	6136
22114	22620
24536	7702
6273	6678
10271	5983
8226	9004
6857	3564
1931	8660
4899	24373
6669	22051
3853	8554
9569	24856
22605	24068
3377	21640
827	3790
21507	1753
8002	6901
478	5325
24394	22055
6401	6000
9971	5231
6000	3683
6556	6300
3677	28629
3942	28768
5554	4799
23580	9140
24278	9030
8152	2553
22548	1481
1508	24085
24915	24038
3537	8769
1591	7153
3112	22443
9100	1594
3154	21254
23251	5467
22867	5998
6170	9573
10060	426
7675	4256
21406	8404
1545	23897
9844	118
24459	3454
21196	25337
7169	22919
8890	24458
1736	25008
21006	5962
5131	21399
2768	1484
120	291
22605	2045
3216	2334
24192	25084
6247	27943
25469	8462
1260	22316
4074	3671
8212	25306
21179	25613
1720	9654
8121	24822
5509	4834
22949	1307
22375	22015
6876	25360
22771	5687
3357	22505
3821	8927
2333	27680
23845	22901
9473	24764
958	26270
9341	5530
22083	23041
7094	29153
1936	4310
24893	23977
8525	23056
21521	2848
22110	5116
23450	27905
8217	25959
10464	9713
10436	9168
5890	26937
7741	7986
1262	26971
8435	3401
8086	6178
5468	25358
2970	2627
25196	5383
24865	22226
798	24584
4458	10469
24574	24045
1112	1753
23939	3401
3867	2094
8666	23915
7175	2742
24330	22
7793	22505
709	3003
21940	4460
21993	9418
2037	22298
2508	7143
9454	8573
6381	28812
9020	23420
23570	23026
8218	4735
1191	3790
7033	8295
22765	24425
24940	25754
3133	29682
8317	22169
22570	29552
5696	23574
7216	24253
6801	6777
5138	5461
1640	8806
8787	1062
9984	21402
21381	6784
22441	9897
24211	21768
8971	26632
5740	4955
4359	23413
8606	9993
3722	5473
4047	6937
1766	5522
8512	4749
22545	4870
926	1021
10261	24
5282	4503
1590	7958
8571	27069
4614	22694
6105	22836
1850	282
8607	5092
3037	23351
22802	9061
22479	3258
3035	22835
9238	24366
23269	6460
8210	24897
21058	2396
7847	6346
24235	544
6083	8498
7142	9485
2694	4413
24367	2966
5459	22659
5209	22788
6837	857
3430	2607
7739	28317
21440	27793
7804	25480
1510	25230
21237	26221
2539	10000
1936	2667
23242	5718
1728	24425
1032	8462
22070	8563
8094	3096
3977	9404
21166	28985
2831	22443
22462	22443
8103	3449
7151	25311
24469	431
8829	2871
9696	4963
1150	22240
2120	1012
2866	2074
4974	26300
5873	9097
1436	21764
155	4623
21601	28096
7990	27676
24360	7593
1789	6172
1060	24093
21582	1600
4214	8705
9750	7036
3728	3401
9527	24873
3716	9380
22960	1400
9061	24424
7574	24757
10439	8915
7075	27100
7487	9155
23341	28244
8961	8805
827	2592
21197	28750
1674	8404
21562	6123
8316	6792
22069	28658
23487	23894
24289	7051
1962	27992
3819	29472
5170	8266
5564	6343
22404	29267
24947	9093
6293	22914
2683	24858
1988	24422
23188	8812
625	22716
1877	88
3730	8372
24831	23167
10149	133
552	6086
